001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	193 минп
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	203 гв. минп на конной тяге
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	36 зенад 
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	1385 зенап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	1391 зенап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	1397 зенап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	1399 зенап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	467 озадн
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	999 сап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	1476 сап
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	57 одн брп
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	62 одн брп
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	8 мибр
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	88 пмб
021	1944-09-01	ДА	2 ПрибФ	3 ударная армия	206 орро
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. ск
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	7 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	8 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	119 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	15 гв. ск 
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	30 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	85 гв. сд
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. ск 
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	22 гв.
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	56 гв.
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	65 гв.
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	118 УР
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	27 ад 
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	78 лабр
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	74 габр
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	19 гв. пабр
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	758 иптап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	274 минп
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	14 зенад 
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	715 зенап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	718 зенап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	721 зенап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	2013 зенап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	386 озадн
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	29 гв.
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	13 гв.
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	1199 сап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	1453 сап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	1498 сап
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	13 исбр
022	1944-09-01	ДА	2 ПрибФ	10 гвардейская армия	58 пмб
023	1944-09-01	ДА	2 ПрибФ	22 армия
023	1944-09-01	ДА	2 ПрибФ	22 армия	90 ск
023	1944-09-01	ДА	2 ПрибФ	22 армия	26 сд
023	1944-09-01	ДА	2 ПрибФ	22 армия	182 сд
023	1944-09-01	ДА	2 ПрибФ	22 армия	208 сд
023	1944-09-01	ДА	2 ПрибФ	22 армия	130 ск 
023	1944-09-01	ДА	2 ПрибФ	22 армия	43 гв.
023	1944-09-01	ДА	2 ПрибФ	22 армия	155 УР
023	1944-09-01	ДА	2 ПрибФ	22 армия	6 гв. адп 
023	1944-09-01	ДА	2 ПрибФ	22 армия	69 лабр
023	1944-09-01	ДА	2 ПрибФ	22 армия	36 гв. пабр
023	1944-09-01	ДА	2 ПрибФ	22 армия	18 иптабр
023	1944-09-01	ДА	2 ПрибФ	22 армия	561 минп
023	1944-09-01	ДА	2 ПрибФ	22 армия	508 зенап
023	1944-09-01	ДА	2 ПрибФ	22 армия	708 зенап
023	1944-09-01	ДА	2 ПрибФ	22 армия	710 зенап
023	1944-09-01	ДА	2 ПрибФ	22 армия	1274 зенап
023	1944-09-01	ДА	2 ПрибФ	22 армия	397 озадн
023	1944-09-01	ДА	2 ПрибФ	22 армия	118 тбр
023	1944-09-01	ДА	2 ПрибФ	22 армия	1503 сап
023	1944-09-01	ДА	2 ПрибФ	22 армия	26 исбр
024	1944-09-01	ДА	2 ПрибФ	42 армия
024	1944-09-01	ДА	2 ПрибФ	42 армия	93 ск
024	1944-09-01	ДА	2 ПрибФ	42 армия	219 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	379 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	391 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	110 ск 
024	1944-09-01	ДА	2 ПрибФ	42 армия	2 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	168 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	268 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	124 ск 
024	1944-09-01	ДА	2 ПрибФ	42 армия	48 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	123 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	256 сд
024	1944-09-01	ДА	2 ПрибФ	42 армия	141 пабр
024	1944-09-01	ДА	2 ПрибФ	42 армия	6 гв. иптабр 
024	1944-09-01	ДА	2 ПрибФ	42 армия	311 гв. иптап
024	1944-09-01	ДА	2 ПрибФ	42 армия	122 минп
024	1944-09-01	ДА	2 ПрибФ	42 армия	310 гв. мп
024	1944-09-01	ДА	2 ПрибФ	42 армия	620 зенап
024	1944-09-01	ДА	2 ПрибФ	42 армия	709 зенап
024	1944-09-01	ДА	2 ПрибФ	42 армия	714 зенап
024	1944-09-01	ДА	2 ПрибФ	42 армия	729 зенап
024	1944-09-01	ДА	2 ПрибФ	42 армия	64 гв. озадн
024	1944-09-01	ДА	2 ПрибФ	42 армия	1297 сап
024	1944-09-01	ДА	2 ПрибФ	42 армия	24 исбр
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	11 сак
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	4 иап
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	148 иап
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	293 иап
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	214 шад
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	225 шад
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	284 нбад
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	313 нбад
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	90 рап
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	699 трап
025	1944-09-01	ДА	2 ПрибФ	15 воздушная армия	13 ап ГВФ
026	1944-09-01	ДА	2 ПрибФ	6 гв. адп
026	1944-09-01	ДА	2 ПрибФ	29 гв. пабр
026	1944-09-01	ДА	2 ПрибФ	119 габр БМ
026	1944-09-01	ДА	2 ПрибФ	14 гв. мбр
026	1944-09-01	ДА	2 ПрибФ	21 гв. мбр
026	1944-09-01	ДА	2 ПрибФ	72 гв. мп
026	1944-09-01	ДА	2 ПрибФ	90 гв. мп
026	1944-09-01	ДА	2 ПрибФ	1477 зенап
026	1944-09-01	ДА	2 ПрибФ	12 озадн
026	1944-09-01	ДА	2 ПрибФ	29 озадн
026	1944-09-01	ДА	2 ПрибФ	239 озадн
026	1944-09-01	ДА	2 ПрибФ	242 озадн
026	1944-09-01	ДА	2 ПрибФ	5 тк 
026	1944-09-01	ДА	2 ПрибФ	24 тбр
026	1944-09-01	ДА	2 ПрибФ	41 тбр
026	1944-09-01	ДА	2 ПрибФ	70 тбр
026	1944-09-01	ДА	2 ПрибФ	1261 сап
026	1944-09-01	ДА	2 ПрибФ	1515 сап
026	1944-09-01	ДА	2 ПрибФ	731 оиптдн
026	1944-09-01	ДА	2 ПрибФ	47 гв. мдн
026	1944-09-01	ДА	2 ПрибФ	82 гв.
026	1944-09-01	ДА	2 ПрибФ	171 отб
026	1944-09-01	ДА	2 ПрибФ	134 озенбрп
026	1944-09-01	ДА	2 ПрибФ	19 шисбр
026	1944-09-01	ДА	2 ПрибФ	75 оиб
026	1944-09-01	ДА	2 ПрибФ	94 пмб
027	1944-09-01	ДА	1 ПрибФ
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	11 гв. ск
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	2 гв. сд
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	32 гв. сд
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	33 гв. сд
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	13 гв. ск 
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	3 гв.
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	24 гв.
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	54 ск 
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	126 сд
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	87 гв. сд
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	20 адп 
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	53 пабр
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	150 пабр
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	25 иптабр
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	483 минп
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	2 зенад 
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1069 зенап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1086 зенап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1113 зенап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1117 зенап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	32 гв. отп
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1402 сап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1490 сап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	1491 сап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	406 нбап
027	1944-09-01	ДА	1 ПрибФ	2 гвардейская армия	30 исбр
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	22 гв. ск
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	46 гв.
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	90 гв.
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	166 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	14 ск 
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	239 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	311 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	378 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	83 ск 
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	119 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	332 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	360 сд
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	8 пад 
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	28 гв. пабр
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	587 иптап
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	408 минп
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	556 минп
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	39 гв. тбр
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	333 гв. тсап
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	2 исбр
028	1944-09-01	ДА	1 ПрибФ	4 ударная армия	12 ооб
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	2 гв. ск
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	9 гв. сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	71 гв. сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	23 гв. ск 
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	51 гв.
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	67 гв.
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	103 ск 
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	29 сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	154 сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	263 сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	270 сд
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	21 адп 
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	66 лабр
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	4 пабр
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	64 гап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	283 гап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	295 минп
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	20 гв. мбр
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	26 гв. мбр
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	22 гв. мп
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	39 гв. мп
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	39 зенад 
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	1406 зенап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	1410 зенап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	1414 зенап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	1526 зенап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	335 гв. тсап
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	5 шисбр
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	44 ооб
029	1944-09-01	ДА	1 ПрибФ	6 гвардейская армия	178 орро
030	1944-09-01	ДА	1 ПрибФ	43 армия
030	1944-09-01	ДА	1 ПрибФ	43 армия	1 ск
030	1944-09-01	ДА	1 ПрибФ	43 армия	145 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	179 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	357 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	84 ск 
030	1944-09-01	ДА	1 ПрибФ	43 армия	158 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	164 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	251 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	92 ск 
030	1944-09-01	ДА	1 ПрибФ	43 армия	156 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	235 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	306 сд
030	1944-09-01	ДА	1 ПрибФ	43 армия	37 гв. пабр
030	1944-09-01	ДА	1 ПрибФ	43 армия	759 иптап
030	1944-09-01	ДА	1 ПрибФ	43 армия	25 минбр
030	1944-09-01	ДА	1 ПрибФ	43 армия	118 минп
030	1944-09-01	ДА	1 ПрибФ	43 армия	609 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	617 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	618 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	717 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	67 зенад 
030	1944-09-01	ДА	1 ПрибФ	43 армия	1982 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1986 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1990 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1994 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1626 зенап
030	1944-09-01	ДА	1 ПрибФ	43 армия	10 гв.
030	1944-09-01	ДА	1 ПрибФ	43 армия	34 гв.
030	1944-09-01	ДА	1 ПрибФ	43 армия	2 гв. отп
030	1944-09-01	ДА	1 ПрибФ	43 армия	957 сап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1056 сап
030	1944-09-01	ДА	1 ПрибФ	43 армия	1203 сап
030	1944-09-01	ДА	1 ПрибФ	43 армия	28 исбр
031	1944-09-01	ДА	1 ПрибФ	51 армия
031	1944-09-01	ДА	1 ПрибФ	51 армия	1 гв. ск
031	1944-09-01	ДА	1 ПрибФ	51 армия	204 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	257 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	267 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	10 ск 
031	1944-09-01	ДА	1 ПрибФ	51 армия	91 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	279 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	347 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	60 ск 
031	1944-09-01	ДА	1 ПрибФ	51 армия	216 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	346 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	63 ск 
031	1944-09-01	ДА	1 ПрибФ	51 армия	77 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	87 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	334 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	417 сд
031	1944-09-01	ДА	1 ПрибФ	51 армия	20 адп 
031	1944-09-01	ДА	1 ПрибФ	51 армия	34 лабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	20 минбр
031	1944-09-01	ДА	1 ПрибФ	51 армия	21 адп 
031	1944-09-01	ДА	1 ПрибФ	51 армия	55 габр
031	1944-09-01	ДА	1 ПрибФ	51 армия	8 пад 
031	1944-09-01	ДА	1 ПрибФ	51 армия	26 гв. пабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	27 гв. пабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	151 пабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	17 иптабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	36 иптабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	43 иптабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	45 иптабр
031	1944-09-01	ДА	1 ПрибФ	51 армия	125 минп
031	1944-09-01	ДА	1 ПрибФ	51 армия	34 гв. мп
031	1944-09-01	ДА	1 ПрибФ	51 армия	49 гв. мп
031	1944-09-01	ДА	1 ПрибФ	51 армия	99 гв. мп
